Strike Price,Time to Expiration,Vega_implied_volatility
67000.0,0.0027397260273972,
67000.0,0.0027397260273972,
70000.0,0.0027397260273972,
70000.0,0.0027397260273972,
68000.0,0.0027397260273972,
68000.0,0.0027397260273972,
70500.0,0.0027397260273972,
70500.0,0.0027397260273972,
69500.0,0.0027397260273972,
69500.0,0.0027397260273972,
66000.0,0.0027397260273972,
66000.0,0.0027397260273972,
68500.0,0.0027397260273972,
68500.0,0.0027397260273972,
64000.0,0.0027397260273972,
71000.0,0.0027397260273972,
64000.0,0.0027397260273972,
71000.0,0.0027397260273972,
65000.0,0.0027397260273972,
69000.0,0.0027397260273972,
71500.0,0.0027397260273972,
71500.0,0.0027397260273972,
69000.0,0.0027397260273972,
65000.0,0.0027397260273972,
72500.0,0.0027397260273972,0.01936910872002567
72000.0,0.0027397260273972,
72000.0,0.0027397260273972,
72500.0,0.0027397260273972,0.019757738046552238
73000.0,0.0027397260273972,0.054283422313197716
73500.0,0.0027397260273972,0.09363515157822161
73500.0,0.0027397260273972,0.08547512272625107
73000.0,0.0027397260273972,0.05712760144365017
74000.0,0.0027397260273972,0.11695421348418981
74000.0,0.0027397260273972,0.1303311266518996
74500.0,0.0027397260273972,0.14480900629687044
74500.0,0.0027397260273972,0.16621492759886444
75000.0,0.0027397260273972,0.1718960261891031
75500.0,0.0027397260273972,0.19733219662381074
75000.0,0.0027397260273972,0.20220869884908504
75500.0,0.0027397260273972,0.23775783405164871
76000.0,0.0027397260273972,0.221660516900124
76000.0,0.0027397260273972,0.273166518540885
76500.0,0.0027397260273972,0.3085806728462247
76500.0,0.0027397260273972,0.24485687035976675
77000.0,0.0027397260273972,0.3436261994078208
77000.0,0.0027397260273972,0.26728581055529516
78000.0,0.0027397260273972,0.31080069700782037
78000.0,0.0027397260273972,0.4134432592459139
80000.0,0.0027397260273972,0.3923455617663239
79000.0,0.0027397260273972,0.4820738726948808
79000.0,0.0027397260273972,0.3545287128658055
80000.0,0.0027397260273972,0.5498761371099146
81000.0,0.0027397260273972,0.43845155629654026
81000.0,0.0027397260273972,0.6172463918386251
82000.0,0.0027397260273972,0.6833550871617896
82000.0,0.0027397260273972,0.4835654520391982
83000.0,0.0027397260273972,0.4651061468862457
84000.0,0.0027397260273972,0.5085311542677245
83000.0,0.0027397260273972,0.7488546926840761
84000.0,0.0027397260273972,0.8134819210241275
85000.0,0.0027397260273972,0.5383615947158313
85000.0,0.0027397260273972,0.8772815082496304
64000.0,0.0054794520547945,
64000.0,0.0054794520547945,
65000.0,0.0054794520547945,
65000.0,0.0054794520547945,
69000.0,0.0054794520547945,
68500.0,0.0054794520547945,
69000.0,0.0054794520547945,
68500.0,0.0054794520547945,
66000.0,0.0054794520547945,
66000.0,0.0054794520547945,
67000.0,0.0054794520547945,
67000.0,0.0054794520547945,
68000.0,0.0054794520547945,
68000.0,0.0054794520547945,
69500.0,0.0054794520547945,
69500.0,0.0054794520547945,
70000.0,0.0054794520547945,
70000.0,0.0054794520547945,
70500.0,0.0054794520547945,
70500.0,0.0054794520547945,
71000.0,0.0054794520547945,
71000.0,0.0054794520547945,
71500.0,0.0054794520547945,
73000.0,0.0054794520547945,0.03824425895234207
73000.0,0.0054794520547945,0.040504269601072354
73500.0,0.0054794520547945,0.06631390038805461
73500.0,0.0054794520547945,0.0615093313535806
72000.0,0.0054794520547945,
71500.0,0.0054794520547945,
72000.0,0.0054794520547945,
72500.0,0.0054794520547945,0.01391932172949622
72500.0,0.0054794520547945,0.01365484535411832
75500.0,0.0054794520547945,0.14178028000693987
75500.0,0.0054794520547945,0.16774199502631906
74000.0,0.0054794520547945,0.0832192272531842
76000.0,0.0054794520547945,0.15944349476280414
76000.0,0.0054794520547945,0.1927673568535114
74000.0,0.0054794520547945,0.09201008235168213
74500.0,0.0054794520547945,0.11737775983291268
74500.0,0.0054794520547945,0.10365305731410031
75000.0,0.0054794520547945,0.1231715255293021
75000.0,0.0054794520547945,0.14263226470530463
78000.0,0.0054794520547945,0.2917356056042696
79000.0,0.0054794520547945,0.34024106175681834
79000.0,0.0054794520547945,0.25436577363008506
80000.0,0.0054794520547945,0.2841711584610384
76500.0,0.0054794520547945,0.1772132359376261
76500.0,0.0054794520547945,0.21789497112946285
77000.0,0.0054794520547945,0.193482228548218
77000.0,0.0054794520547945,0.24265252529848885
78000.0,0.0054794520547945,0.22585052567837915
81000.0,0.0054794520547945,0.3094086366625498
80000.0,0.0054794520547945,0.38822142774170676
81000.0,0.0054794520547945,0.4355708005016714
82000.0,0.0054794520547945,0.35555098021811443
82000.0,0.0054794520547945,0.4823873058659792
83000.0,0.0054794520547945,0.3881588265509095
83000.0,0.0054794520547945,0.5286144806908627
84000.0,0.0054794520547945,0.42026246399718403
84000.0,0.0054794520547945,0.5742895415053002
